id,type_key,box,position,qty,manufacturer,condition,type1,type2,origin,test_values,other,date_added,notes
445,57,25,4D,1,,,,,ELTBON,,,2026-08-27,
446,58,25,4E,1,,,,,ELTBON,,,2026-08-27,
447,58,25,4F,1,RCA,,,,ELTBON,,,2026-08-27,
448,77,25,7F,1,RCA,,77,,FL,1.2,s/Cx,2026-08-27,
449,77,25,7G,1,,,,,ELTBON,,,2026-08-27,
450,80,25,3H,1,SYLVANIA,,80,,FL,0.75,,2026-08-27,
451,80,25,7H,1,,,80,,ASJ,40%-45%,,2026-08-27,10
452,80,25,4A,1,,,,,ELTBON,,,2026-08-27,
453,80,25,5D,1,ZAERIX,,,,J. Maciel,,Involcru mais estreito,2026-08-27,
454,91,25,5E,1,TELEFUNKEN,,,,J. Maciel,,,2026-08-27,
455,816,25,6A,1,RCA,,,,J. Maciel,Screen-grid Tetrode,,2026-08-27,
456,1629,25,9A,1,RCA,,,,J. Maciel,,,2026-08-27,
457,0D3VR150,25,1D,1,,,,,ELTBON,,REGULADOR TENSÃO,2026-08-27,
458,0D3VR150,25,1E,1,,,,,ELTBON,,REGULADOR TENSÃO,2026-08-27,
459,0D3VR150,25,1F,1,,,,,ELTBON,,REGULADOR TENSÃO,2026-08-27,
460,0D3VR150,25,1G,1,,,,,ELTBON,,REGULADOR TENSÃO,2026-08-27,
461,2050F,25,1H,1,,,,,ELTBON,,FILAMENTO OFF,2026-08-27,
462,236,25,7C,1,,,,,ELTBON,,FILAMENTO OFF,2026-08-27,
463,236,25,7D,1,,,,,ELTBON,,FILAMENTO OFF,2026-08-27,
464,236,25,7E,1,,,,,ELTBON,,,2026-08-27,
465,25Z5,25,2A,1,,,,,ELTBON,,,2026-08-27,
466,25Z5,25,2B,1,,,,,ELTBON,,,2026-08-27,
467,25Z5,25,7A,1,,,,,ELTBON,,,2026-08-27,
468,25Z5,25,9B,1,RCA,,,,J. Maciel,,,2026-08-27,
469,262B,25,2E,1,WEST,,F,,ELTBON,,,2026-08-27,
470,262B,25,2F,1,WEST,,,,ELTBON,,,2026-08-27,
471,272A,25,2C,1,,,F,,ELTBON,,,2026-08-27,
472,272A,25,2D,1,,,,,ELTBON,,,2026-08-27,
473,2A5,25,4H,1,,,,,ELTBON,,,2026-08-27,
474,2A5,25,4G,1,,,,,ELTBON,,,2026-08-27,
475,2A7,25,5A,1,,,,,ELTBON,,,2026-08-27,
476,2A7,25,5B,1,,,,,ELTBON,,,2026-08-27,
477,309A,25,3F,1,WEST,,F,,ELTBON,,,2026-08-27,
478,309A,25,3E,1,,,,,ELTBON,,,2026-08-27,
479,309A,25,3G,1,WEST,,,,ELTBON,,,2026-08-27,
480,501B1937,25,12G,1,,,,,ELTBON,,Rele 117V 120Sec,2026-08-27,
481,501B1937,25,12H,1,,,,,ELTBON,,Rele 117V 120Sec,2026-08-27,
482,5933,25,1B,1,,,,,ELTBON,,,2026-08-27,
483,5V4,25,5F,1,,,,,ELTBON,,,2026-08-27,
484,5V4,25,6C,1,,,,,ELTBON,,,2026-08-27,
485,5V4,25,6D,1,,,,,ELTBON,,http://www.radiomuseum.org/tubes/tube_kl70503.html,2026-08-27,
486,6A7,25,2G,1,,,F,,ELTBON,,,2026-08-27,
487,6B7,25,2H,1,,,,,ELTBON,,,2026-08-27,
488,6C6,25,5G,1,,,,,ELTBON,,,2026-08-27,
489,6D6,25,3A,1,RCA,,6D6,,ELTBON,,,2026-08-27,
490,6D6,25,3B,1,,,6D6,,ELTBON,,,2026-08-27,
491,6F6,25,5C,1,,,,,ELTBON,,,2026-08-27,
492,6J11,25,9C,1,,,,,J. Maciel,,,2026-08-27,
493,6JS6C,25,9D,1,,,,,J. Maciel,,,2026-08-27,
494,6X5,25,3C,1,,,,,ELTBON,,,2026-08-27,
495,80,25,4B,1,,unboxed,,,ELTBON,,,2026-08-27,
496,80,25,4C,1,,,,,ELTBON,,,2026-08-27,
497,ECC35,25,9E,1,MULLARD,,,,J. Maciel,,,2026-08-27,
498,EF22,25,9F,1,,,,,J. Maciel,,,2026-08-27,
499,EF37,25,9G,1,TEONEX,,,,J. Maciel,,,2026-08-27,
500,EF37,25,9H,1,TEONEX,,,,J. Maciel,,,2026-08-27,
501,EF50,25,10A,1,ZAERIX,,,,J. Maciel,,,2026-08-27,
502,EF50,25,10B,1,ZAERIX,,,,J. Maciel,,,2026-08-27,
503,EZ4,25,3D,1,,,,,ELTBON,,,2026-08-27,
504,KL25,25,12F,1,,,,,ELTBON,,Balastro,2026-08-27,
505,KL70504,25,8A,1,KLANFILM,,,,,,,2026-08-27,
506,KL70504,25,8B,1,KLANFILM,,,,,,,2026-08-27,
507,KL70504,25,8C,1,KLANFILM,,,,,,,2026-08-27,
508,KL70504,25,8D,1,KLANFILM,,,,,,,2026-08-27,
509,KYW62,25,7B,1,MARCONI,,,,ELTBON,,TOP A CONFIRMAR,2026-08-27,
510,L63,25,5H,1,,,,,ELTBON,,,2026-08-27,
511,UCH21,25,6B,1,,,,,ELTBON,,,2026-08-27,
512,X4348,25,1C,1,,,,,ELTBON,,,2026-08-27,
513,10GK6,24,8F,1,,,,,Jose Antão,,,2026-08-27,
514,10JY8,24,8F,1,,,,,Jose Antão,,,2026-08-27,
515,12AQ5,24,12A,1,,,,,,,,2026-08-27,
516,12AT6,24,3A,2,,,,,ELTBON,,,2026-08-27,
517,12AU7,24,9F,3,,,,,Jose Antão,,,2026-08-27,
518,12AV6,24,4A,2,,,,,ELTBON,,,2026-08-27,
519,12B4A,24,10F,1,,,,,Jose Antão,,,2026-08-27,
520,12BY7,24,10F,2,,,,,Jose Antão,tv,,2026-08-27,
521,12BY7A,24,11F,1,,,,,Jose Antão,,,2026-08-27,
522,12GN7A12HG7,24,11F,1,,,,,Jose Antão,,,2026-08-27,
523,14GW8,24,5A,1,,,,,Jose Antão,,,2026-08-27,
524,15CW5,24,6A,1,,,,,Jose Antão,,,2026-08-27,
525,15DQ8,24,6A,1,,,,,Jose Antão,tv,,2026-08-27,
526,16AQ3,24,12F,1,,,,,Jose Antão,tv,,2026-08-27,
527,17Z3,24,6A,1,,,,,Jose Antão,,,2026-08-27,
528,1R5,24,1A,1,,,,,,,,2026-08-27,
529,1S2A,24,1D,1,,,,,Jose Antão,,,2026-08-27,
530,1S2A,24,1A,1,,,,,Jose Antão,,,2026-08-27,
531,24124,24,,1,ARCTURUS usada,,,,J. Maciel,,vidro azul,2026-08-27,
532,2AV2,24,1D,1,,,,,Jose Antão,,,2026-08-27,
533,2CW4,24,1D,1,,,,,Jose Antão,,,2026-08-27,
534,2D21,24,1A,1,,,,,ELTBON,,,2026-08-27,
535,2GK52FQ5A,24,2D,1,,,,,Jose Antão,,,2026-08-27,
536,3AJ8,24,2D,1,,,,,Jose Antão,,,2026-08-27,
537,3BC5,24,2D,1,,,,,Jose Antão,,,2026-08-27,
538,3BZ6,24,3D,2,,,,,Jose Antão,,,2026-08-27,
539,3CB6,24,3D,1,,,,,Jose Antão,,,2026-08-27,
540,3CB6,24,4D,1,,,,,Jose Antão,,,2026-08-27,
541,3GK5,24,4D,1,,,,,Jose Antão,,,2026-08-27,
542,4DK6,24,4D,1,,,,,Jose Antão,,,2026-08-27,
543,4EH7,24,5D,1,,,,,Jose Antão,,,2026-08-27,
544,4LJ8,24,5D,1,,,,,Jose Antão,,,2026-08-27,
545,5AM8,24,5D,1,,,,,Jose Antão,,,2026-08-27,
546,5AM8,24,6D,1,,,,,Jose Antão,tv,,2026-08-27,
547,5AQ5,24,6D,1,,,,,Jose Antão,,,2026-08-27,
548,5AT8,24,6D,1,,,,,Jose Antão,,,2026-08-27,
549,5AT8,24,9D,1,,,,,Jose Antão,,,2026-08-27,
550,5BR8,24,7D,1,,,,,Jose Antão,,,2026-08-27,
551,5GH8A,24,7D,2,,,,,Jose Antão,,,2026-08-27,
552,5GH8A,24,8D,1,,,,,Jose Antão,,,2026-08-27,
553,5GJ7,24,9D,1,,,,,Jose Antão,,,2026-08-27,
554,5T8,24,9D,1,,,,,Jose Antão,,,2026-08-27,
555,6AF9,24,10D,1,,,,,Jose Antão,,,2026-08-27,
556,6AL5,24,10D,2,,,,,Jose Antão,,,2026-08-27,
557,6AL5,24,11D,1,,,,,Jose Antão,,,2026-08-27,
558,6AQ5,24,5A,1,,,,,?,,,2026-08-27,
559,6AQ5,24,11D,2,,,,,Jose Antão,,,2026-08-27,
560,6AQ5,24,12D,1,,,,,Jose Antão,,,2026-08-27,
561,6AT6,24,A1,1,,,,,H Ramos,,,2026-08-27,
562,6AT6,24,1A,1,,,,,ELTBON,,,2026-08-27,
563,6AU6A,24,12D,1,,,,,Jose Antão,,,2026-08-27,
564,6AU6WA,24,12D,1,,,,,Jose Antão,,,2026-08-27,
565,6AV6,24,1E,1,,,,,Jose Antão,,,2026-08-27,
566,6AW8,24,1E,2,,,,,Jose Antão,,,2026-08-27,
567,6AW8,24,2E,1,,,,,Jose Antão,,,2026-08-27,
568,6BA6,24,2A,1,,,,,ELTBON,,,2026-08-27,
569,6BJ6,24,2A,1,,,,,ELTBON,,,2026-08-27,
570,6BN4A,24,2E,1,,,,,Jose Antão,,,2026-08-27,
571,6BN6,24,2E,1,,,,,Jose Antão,,,2026-08-27,
572,6BN8,24,3E,1,,,,,Jose Antão,,,2026-08-27,
573,6BX46X4,24,12c,1,,,,,H Ramos,,,2026-08-27,
574,6BY8,24,3E,2,,,,,Jose Antão,,,2026-08-27,
575,6BZ6,24,4E,1,,,,,Jose Antão,,,2026-08-27,
576,6C4,24,4E,1,,,,,Jose Antão,,,2026-08-27,
577,6CB6,24,4E,1,,,,,Jose Antão,,,2026-08-27,
578,6CG7,24,5E,1,,,,,Jose Antão,,,2026-08-27,
579,6CL8,24,5E,1,,,,,Jose Antão,,,2026-08-27,
580,6CL8A,24,5E,1,,,,,Jose Antão,,,2026-08-27,
581,6CM7,24,6E,1,,,,,Jose Antão,,,2026-08-27,
582,6CQ7,24,6E,1,,,,,Jose Antão,,,2026-08-27,
583,6CQ8A,24,6E,1,,,,,Jose Antão,,,2026-08-27,
584,6CW5,24,7E,1,,,,,Jose Antão,,,2026-08-27,
585,6DE6,24,7E,1,,,,,Jose Antão,,,2026-08-27,
586,6DS4,24,8E,1,,,,,Jose Antão,,,2026-08-27,
587,6DT6A,24,8E,1,,,,,Jose Antão,,,2026-08-27,
588,6EH7,24,8E,1,,,,,Jose Antão,,,2026-08-27,
589,6EH7,24,9E,1,,,,,Jose Antão,,,2026-08-27,
590,6EJ7,24,9E,2,,,,,Jose Antão,,,2026-08-27,
591,6ES8,24,10E,1,,,,,Jose Antão,,,2026-08-27,
592,6EW6,24,10E,1,,,,,Jose Antão,,,2026-08-27,
593,6GH8A,24,2A,1,,,,,Jose Antão,,,2026-08-27,
594,6GJ7,24,10E,1,,,,,Jose Antão,,,2026-08-27,
595,6GM6,24,11E,1,,,,,Jose Antão,,,2026-08-27,
596,6GW8,24,11E,1,,,,,Jose Antão,,,2026-08-27,
597,6GX6,24,11E,1,,,,,Jose Antão,,,2026-08-27,
598,6GX7,24,12E,1,,,,,Jose Antão,,,2026-08-27,
599,6GX7R50,24,12E,1,,,,,Jose Antão,,,2026-08-27,
600,6HQ5,24,12E,1,,,,,Jose Antão,,,2026-08-27,
601,6HS8,24,1F,1,,,,,Jose Antão,,,2026-08-27,
602,6JC6A,24,1F,1,,,,,Jose Antão,,,2026-08-27,
603,6JH6,24,1F,1,,,,,Jose Antão,,,2026-08-27,
604,6KA8,24,2F,2,,,,,Jose Antão,tv,,2026-08-27,
605,6KE8,24,2F,1,,,,,Jose Antão,,,2026-08-27,
606,6LB6,24,3F,1,,,,,Jose Antão,,,2026-08-27,
607,6LE8,24,3F,1,,,,,Jose Antão,,,2026-08-27,
608,6LF8,24,3F,1,,,,,Jose Antão,,,2026-08-27,
609,6LF8,24,4F,1,,,,,Jose Antão,,,2026-08-27,
610,6LJ8,24,4F,1,,,,,Jose Antão,,,2026-08-27,
611,6T8,24,4F,1,,,,,Jose Antão,,,2026-08-27,
612,6T8A,24,5F,1,,,,,Jose Antão,,,2026-08-27,
613,6X8,24,5F,1,,,,,Jose Antão,,,2026-08-27,
614,7ES8,24,6F,1,,,,,Jose Antão,,,2026-08-27,
615,8B8,24,6F,1,,,,,Jose Antão,,,2026-08-27,
616,8DX8,24,6F,1,,,,,Jose Antão,,,2026-08-27,
617,8JV8,24,7F,1,,,,,Jose Antão,,,2026-08-27,
618,8LT8,24,7F,1,,,,,Jose Antão,,,2026-08-27,
619,8X9PCF200,24,7B,1,,,,,Jose Antão,,,2026-08-27,
620,9A8,24,7F,1,,,,,Jose Antão,,,2026-08-27,
621,9GV8,24,8F,1,,,,,Jose Antão,,,2026-08-27,
622,9JW8,24,7B,1,,,,,Jose Antão,,,2026-08-27,
623,9V9PCH200,24,7B,1,,,,,Jose Antão,,,2026-08-27,
624,DY802,24,1C,1,,,,,ELTBON,,,2026-08-27,
625,DY87,24,1C,1,,,,,ELTBON,,,2026-08-27,
626,EABC80,24,5C,1,,,EABC80,,Jose Manuel,,,2026-08-27,
627,EABC80,24,6C,1,,,,,ELTBON,,,2026-08-27,
628,EABC80,24,5C,2,,,,,,,cc/Cx - triodo fraco,2026-08-27,
629,EAF42,24,12C,1,,,,,H Ramos,,,2026-08-27,
630,EAF42,24,7A,1,,,,,ELTBON,,,2026-08-27,
631,EBC81,24,9G,1,,,,,H Ramos,,,2026-08-27,
632,EBF80,24,12C,1,,,,,H Ramos,,,2026-08-27,
633,EBF89,24,11C,1,,,,,H Ramos,,,2026-08-27,
634,ECC81,24,10B,2,,,,,H Ramos,,,2026-08-27,
635,ECC82,24,7C,1,,,,,,,,2026-08-27,
636,ECC83,24,9B,2,,,,,H Ramos,,Vendida a Urbano Oliveira 15€,2026-08-27,
637,ECC85,24,9B,1,,,,,H Ramos,,,2026-08-27,
638,ECF826U8,24,11G,1,,,,,H Ramos,,,2026-08-27,
639,ECH81,24,11C,1,,,,,H Ramos,,,2026-08-27,
640,ECH81,24,10G,1,,,,,H Ramos,,,2026-08-27,
641,ECH81,24,8A,2,,,,,ELTBON,,,2026-08-27,
642,ECH84,24,8A,1,,,,,ELTBON,,,2026-08-27,
643,ECL82,24,11B,1,,,,,H Ramos,,,2026-08-27,
644,EF183,24,9A,4,,,,,ELTBON,,,2026-08-27,
645,EF184,24,5A,1,,,,,?,,,2026-08-27,
646,EF80,24,12G,1,,,,,H Ramos,,,2026-08-27,
647,EF85,24,10A,2,,,,,ELTBON,,,2026-08-27,
648,EF86,24,11G,1,Russa,,,,H Ramos,,,2026-08-27,
649,EF86,24,12G,2,,,,,H Ramos,,,2026-08-27,
650,EF89,24,11G,1,,,,,H Ramos,,,2026-08-27,
651,EF89,24,6C,1,,,,,?,,,2026-08-27,
652,EL42,24,7C,1,,,,,?,,,2026-08-27,
653,EL84,24,11B,1,,,,,H Ramos,,,2026-08-27,
654,EL84,24,12B,4,,,,,H Ramos,,,2026-08-27,
655,EL95,24,12G,1,,,,,H Ramos,,,2026-08-27,
656,EM34,24,11C,1,,,,,H Ramos,,,2026-08-27,
657,EM81,24,11G,1,,,,,H Ramos,,,2026-08-27,
658,EZ80,24,11B,1,,,,,H Ramos,,,2026-08-27,
659,EZ81,24,11B,1,,,,,H Ramos,,,2026-08-27,
660,PCC,24,1B,1,,,,,,,,2026-08-27,
661,PCF200,24,2B,1,,,,,ELTBON,,,2026-08-27,
662,PCF200,24,2B,1,,,,,,,,2026-08-27,
663,PCF80,24,4C,1,,NOS,,,ELTBON,,,2026-08-27,
664,PCF802,24,3B,3,,,,,ELTBON,,,2026-08-27,
665,PCF86,24,4C,2,,,,,ELTBON,,,2026-08-27,
666,PCL805,24,4B,2,,,,,ELTBON,,,2026-08-27,
667,PCL805,24,5B,3,,,,,ELTBON,,,2026-08-27,
668,PCL84,24,6B,2,,,,,ELTBON,,,2026-08-27,
669,PCL86,24,8B,3,,,,,ELTBON,,,2026-08-27,
670,PF86,24,3B,1,,NOS,,,ELTBON,,,2026-08-27,
671,PL504,24,10C,1,,NOS,,,ELTBON,,,2026-08-27,
672,PL504,24,10C,3,,,,,ELTBON,,,2026-08-27,
673,PL504,24,9C,1,,,,,ELTBON,,,2026-08-27,
674,PY88,24,2C,3,,,,,ELTBON,,,2026-08-27,
675,UBC41,24,8C,1,,,,,?,,,2026-08-27,
676,UCH81,24,10G,1,,,,,H Ramos,,,2026-08-27,
677,UL41,24,11A,1,,,,,ELTBON,,,2026-08-27,
678,10BL21,23,,1,,heater open,10BL21,,,,,2026-08-27,
679,12AX4,23,,1,,heater open,12AX4,,,,,2026-08-27,
680,5Y3,23,,1,,heater open,5Y3,,,,,2026-08-27,
681,6SN7GT,23,,1,,heater open,6SN7GT,,,,,2026-08-27,
682,6V6,23,,1,,heater open,6V6,,,,,2026-08-27,
683,EF12,23,,1,,heater open,EF12,,,,,2026-08-27,
684,PCF82,23,,1,,,,,,,,2026-08-27,
685,PCL82,23,,1,,,,,,,,2026-08-27,
686,42,22,,2,RCA,,42,,,120-135% - TV2,Radio RCA 262 Fiesta,2026-08-27,Radio RCA 262 Fiesta
687,42,22,,1,GOLDSTAR - trovac,,42,,FL,130% - TV2,,2026-08-27,Radio RCA 262 Fiesta
688,42,22,,1,GE,,42,,Carlos Peixoto,,,2026-08-27,
689,43,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
690,75,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
691,78,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
692,12AX7,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
693,12K8GT,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
694,12SA7,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
695,12SK7,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
696,1R5,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
697,1S4,22,,3,,,,,Carlos Peixoto,,,2026-08-27,
698,1S5,22,,3,,,,,Carlos Peixoto,,,2026-08-27,
699,35L6GT,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
700,35Z5,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
701,35Z5GT,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
702,3Q5GT,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
703,50L6GT,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
704,6A7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
705,6BA6,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
706,6C5,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
707,6F7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
708,6H6,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
709,6K7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
710,6N7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
711,6SK7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
712,6SQ7,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
713,6V6GT,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
714,6X5GT,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
715,CY2,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
716,EZ80,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
717,UBL21,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
718,UCH21,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
719,UCH42,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
720,UY1N,22,,1,,,,,Carlos Peixoto,,,2026-08-27,
721,UY41,22,,2,,,,,Carlos Peixoto,,,2026-08-27,
722,6D6,21,,2,RCA,,6D6,,FL,"teste noTV2/U, shunte a 10 %a 70",,2026-08-27,
723,10LD11,21,,1,,,,,,,,2026-08-27,
724,10FD,21,,1,,,,,,,,2026-08-27,
725,AK2,21,,1,PHILIPS,,AK2,,FL,,,2026-08-27,
726,AZ11,21,,1,PHILIPS,,AZ11,,FL,,Cx de Origem,2026-08-27,
727,AZ1,21,,1,TELAM,,AZ1 / V-63,,FL,,EBAY,2026-08-27,
728,AZ4,21,,1,TUNSRAM,,AZ4,,FL,,,2026-08-27,
729,PEN45,21,,1,MAZDA,,,,,,,2026-08-27,
730,CL33,21,,1,MULLARD,,CL33,,FL,,Ruidosa??,2026-08-27,
731,EL11,21,,1,TRIOTON,,EL11,,FL,,Cx de Origem,2026-08-27,
732,UCL11,21,,1,,,UCL11,,FL,,,2026-08-27,
733,W8111,21,,1,?,,W811,,,CX EM LATA AL-,,2026-08-27,
734,14A7,20,,1,,,,,,,,2026-08-27,
735,14B6,20,,1,,,,,ELTBON,,,2026-08-27,
736,1DK,20,,1,PHILIPS,,1DK?,,FL,,s/Cx,2026-08-27,
737,7A4,20,,1,PHILIPS,,7A4,,FL,,s/Cx,2026-08-27,
738,7A7,20,,4,PHILIPS,,7A7,,FL,,s/Cx,2026-08-27,
739,7A8,20,,1,,,,,,,,2026-08-27,
740,7B6,20,,2,PHILIPS,,7B6,,FL,,s/Cx,2026-08-27,
741,7B8,20,,2,PHILIPS,,7B8,,FL,,s/Cx,2026-08-27,
742,7C5,20,,3,PHILIPS,,7C5,,FL,,s/Cx,2026-08-27,
743,7Y4,20,,3,PHILIPS,,7Y4,,FL,,s/Cx,2026-08-27,
744,XX,20,,2,PHILIPS,,?,,FL,,s/Cx,2026-08-27,
745,1625,19,,1,,,1625,,ASJ,OKCT160,,2026-08-27,"6,8/6,5 15/18VG 83mA"
746,6L6G,19,,2,KENRAD USA,,6L6,,DIMOFEL,,,2026-08-27,
747,6L6GC,19,,5,,,,,,,Usadas MESA BOGGI,2026-08-27,Usadas MESA BOGGI
748,807,19,,1,,,807,,ASJ,OK CT160,A SEGUNDA RCA s/ID,2026-08-27,10 Outra em CASA
749,PF84,19,8B,1,,,,,ELTBON,,,2026-08-27,
750,CB1,18,,1,,,,,FL,,,2026-08-27,
751,CB1,18,,1,,,CB1,,FL,,,2026-08-27,
752,CBC1,18,,1,,,CBC1,,FL,,,2026-08-27,
753,CC2,18,,1,,,CC2,,FL,,,2026-08-27,
754,CF3,18,,1,,,CF3,,FL,,,2026-08-27,
755,CF7,18,,2,,,CF7,,FL,,,2026-08-27,
756,CH1,18,,1,,,CH1,,FL,,,2026-08-27,
757,DAC32,18,,2,,,DAC32,,FL,,,2026-08-27,
758,DY86,18,,1,,,DY86,,FL,,,2026-08-27,
759,EBL21,18,,3,,,EBL21,,FL,,,2026-08-27,
760,ECC86,18,,1,,,ECC86,,FL,,,2026-08-27,
761,ECH11,18,,1,,,ECH11,,FL,,,2026-08-27,
762,ECH21,18,,2,,,ECH21,,FL,,,2026-08-27,
763,ECH42,18,,1,,,ECH42,,FL,,,2026-08-27,
764,ECH81,18,,1,,,ECH81,,FL,,,2026-08-27,
765,EF22,18,,1,,,EF22,,FL,,,2026-08-27,
766,EF9,18,,1,,,EF9,,FL,,,2026-08-27,
767,EF94,18,,1,,,EF94,,FL,,,2026-08-27,
768,EK2,18,,1,,,EK2,,FL,,,2026-08-27,
769,EM34,18,,1,,,EM34,,FL,,,2026-08-27,
770,EM4,18,,1,,,EM4,,FL,,,2026-08-27,
771,EM80,18,,1,,,EM80,,FL,,,2026-08-27,
772,EM84,18,,2,,,EM84,,FL,,,2026-08-27,
773,EY886AL3,18,,1,,,EY88,,FL,,,2026-08-27,
774,PCC85,18,,3,,,PCC85,,FL,,,2026-08-27,
775,PL36,18,,2,,,PL36,,FL,,s/Cx,2026-08-27,
776,PL500,18,,2,,,PL500,,FL,,s/CX,2026-08-27,
777,PY80,18,,1,,,PY80,,FL,,,2026-08-27,
778,UBC41,18,,2,,,UBC41,,FL,,,2026-08-27,
779,UBL21,18,,3,,,UBL21,,FL,,,2026-08-27,
780,UCC85,18,,1,,,UCC85,,FL,,MUITO FRACA DO PH BX253U,2026-08-27,
781,UM4,18,,1,,,UM4,,FL,,,2026-08-27,
782,UY1N,18,,3,,,UY1N,,FL,,,2026-08-27,
783,UY21,18,,1,,,UY21,,FL,,,2026-08-27,
784,UY85,18,,5,,,UY85,,FL,,,2026-08-27,
785,VIBRADOR,18,,1,MOTOROLA,used,VIBRADOR,,FL,,,2026-08-27,
786,34,17,,1,KENRAD,,,,ASJ,OK CT160,vidro azul,2026-08-27,
787,36,17,,1,GOLDSTAR usada,,,,J. Maciel,,,2026-08-27,
788,2050,17,,1,CEI,,2050,,ASJ,,Cx. De origem,2026-08-27,15
789,12CU6,17,,1,RCA,,12CU6,,ASJ,,,2026-08-27,12
790,17DQ6,17,,1,Westingh,,17DQ6,,ASJ,,TAP NO TOP,2026-08-27,
791,17DQ6B,17,,2,GE,,,,J. Maciel,,,2026-08-27,
792,1VOU1V,17,,1,,,1-V,,ASJ,,Cx de origem,2026-08-27,
793,24124,17,,2,ARCTURUS usada,,,,J. Maciel,,vidro azul,2026-08-27,
794,25A6,17,,1,ALTRON,,25A6,,ASJ,OK CT160,,2026-08-27,2/2.35 a 33mA
795,25G6G,17,,1,GE,,25G6G,,,,,2026-08-27,
796,27127,17,,1,ARCTURUS usada,,,,J. Maciel,,vidro azul,2026-08-27,
797,2X2,17,,1,RCA,,2X2,,ASJ,,,2026-08-27,
798,2X2,17,,1,Nac. Union,,2X2,,ASJ,,,2026-08-27,
799,35FN5PL300,17,,1,,,35FN5,,ASJ,,,2026-08-27,
800,35Z5,17,,1,,,35Z5,,ASJ,,,2026-08-27,
801,5Y3,17,,1,,,5Y3,,ASJ,,,2026-08-27,
802,5Y3GT,17,,1,HALTRON,,,,J. Maciel,,,2026-08-27,
803,5Y3GT,17,,1,,,,,J. Maciel,,,2026-08-27,
804,6A7,17,,1,ULTRON,,6A7,,ASJ,,CX DE ORIG,2026-08-27,
805,6A7,17,,1,,,,,J. Maciel,,,2026-08-27,
806,6AD7,17,,1,,,6AD7,,ASJ,OKCT160,,2026-08-27,
807,6BQ6,17,,1,Westinghouse,,6BQ6,,ASJ,,,2026-08-27,
808,6C6,17,,2,,,6C6,,ASJ,,,2026-08-27,
809,6DQ6,17,,1,,,6DQ6,,ASJ,,,2026-08-27,
810,6F8,17,,1,,,6F8,,ASJ,,,2026-08-27,
811,6K7,17,,1,JAN,,6K7,,ASJ,,,2026-08-27,
812,6L5,17,,1,BRIMAR,,6L5,,ASJ,,,2026-08-27,
813,6L5G,17,,1,,,6L5G,,ASJ,,,2026-08-27,
814,6L6,17,,2,,,6L6?,,,,s/pin,2026-08-27,
815,6QB7,17,,1,RCA,,6QB7,,ASJ,,TOP TAP,2026-08-27,
816,6SH7,17,,2,,,6SH7,,ASJ,,,2026-08-27,
817,6SH7GT,17,,1,,,6SH7GT,,ASJ,,,2026-08-27,
818,6SJ7,17,,2,,,6SJ7,,ASJ,,,2026-08-27,
819,6SN7GTB,17,,1,RICO,,6SN7GTB,,ASJ,,,2026-08-27,
820,6SQ7,17,,1,,,6SQ7,,ASJ,,,2026-08-27,
821,7B6,17,,1,,,7B6,,ASJ,,,2026-08-27,
822,7H7,17,,1,,,7H7,,ASJ,,,2026-08-27,
823,AZ31,17,,1,,,AZ31,,ASJ,,,2026-08-27,
824,EL34,17,,1,,,EL34,,ASJ,,,2026-08-27,
825,EL34,17,,1,,,EL34?,,,,,2026-08-27,
826,UBL21,17,,1,SATOR,,UBL21,,ASJ,,,2026-08-27,
827,12DQ6,16,,2,,,12DQ6,,FL,,,2026-08-27,
828,12DQ7,16,,1,,,12DQ7,,FL,,,2026-08-27,
829,6BQ6,16,,1,,,6BQ6,,ASJ,,,2026-08-27,
830,6DQ6A,16,,1,,,6DQ6A,,FL,,,2026-08-27,
831,6DQ6B,16,,1,,,6DQ6B,,FL,,,2026-08-27,
