id,type_key,box,position,qty,manufacturer,condition,type1,type2,origin,test_values,other,date_added,notes
1225,UCH81,5,,1,,,s/Cx,,ASJ,,,2026-08-27,
1226,UCH81,5,,3,,,,,ASJ,,,2026-08-27,
1227,UCL81,5,,1,,,,,ASJ,,,2026-08-27,
1228,UCL82,5,,1,,,UCL82,,ASJ,,,2026-08-27,
1229,UL41,5,,2,,heater open,UL41,,ASJ,,s/Cx,2026-08-27,
1230,UY41,5,,2,,,UY41,,ASJ,,,2026-08-27,
1231,PCC189,4,,1,,,,,FL,,,2026-08-27,
1232,PCC85,4,,1,,NOS,,,RADIO Tiago Morin,,,2026-08-27,
1233,PCC88,4,,1,,,PCC88,,FL,,,2026-08-27,
1234,PCC89,4,,1,,,PCC89,,FL,,,2026-08-27,
1235,PCF200,4,,1,,,PCF200,,FL,,,2026-08-27,
1236,PCF80,4,,1,,,,,FL,,,2026-08-27,
1237,PCF802,4,,7,,,,,FL,,,2026-08-27,
1238,PCF86,4,,1,,,PCF86,,FL,,,2026-08-27,
1239,PCF86,4,,4,,,,,FL,,,2026-08-27,
1240,PCH200,4,,1,,,,,FL,,,2026-08-27,
1241,PCL805,4,,1,,,PCL805,,FL,,,2026-08-27,
1242,PCL82,4,,3,,,,,FL,,,2026-08-27,
1243,UBF89,4,,3,,,UBF89,,FL,,,2026-08-27,
1244,5763,3,,1,,,5763,,Ebay,,,2026-08-27,
1245,5879,3,,1,,,5879,,Ebay,,,2026-08-27,
1246,6211,3,,2,,,6211,,Ebay,,,2026-08-27,
1247,6829,3,,1,,,6829,,Ebay,,,2026-08-27,
1248,12AT7,3,,2,,,12AT7,,Ebay,,,2026-08-27,
1249,12AT7ECC81,3,,1,,,12AT7-ECC81,,Ebay,,,2026-08-27,
1250,12AT7WC,3,,2,,,12AT7WC,,Ebay,,,2026-08-27,
1251,12AU7A,3,,1,,,12AU7A,,Ebay,,Padrão para o TV2,2026-08-27,
1252,12AY7,3,,1,,,12AY7,,Ebay,,,2026-08-27,
1253,12BH7A,3,,2,,,12BH7A,,Ebay,,,2026-08-27,
1254,12BH7A,3,,1,,,12BH7A,,ASJ,,,2026-08-27,
1255,1U4,3,,8,,,1U4,,Ebay,,,2026-08-27,
1256,1U4,3,,1,,,1U4,,FL,,,2026-08-27,
1257,1U5,3,,1,,,1U5,,ASJ,,,2026-08-27,
1258,6AU7,3,,3,,,6AU7,,Ebay,,,2026-08-27,
1259,6BQ7A,3,,1,,,6BQ7A,,Ebay,,,2026-08-27,
1260,6FQ7,3,,1,,,6FQ7,,Ebay,,,2026-08-27,
1261,6FQ76CG7,3,,2,,,6FQ7/6CG7,,Ebay,,,2026-08-27,
1262,6GH8A,3,,3,,,6GH8A,,Ebay,,,2026-08-27,
1263,ECC85,3,,3,,,,,EBAY,TUNGSRAM OK,,2026-08-27,
1264,ECC85,3,,1,,,,,DIMOFEL,sovietica OK,,2026-08-27,
1265,ECC886DJ8,3,,1,,,ECC88-6DJ8,,,,,2026-08-27,
1266,EL84,3,,11,,,EL84,,FL,,,2026-08-27,
1267,EM87,3,,1,,,EM87,,GRUNDIG KS740,,,2026-08-27,
1268,EC92,2,,3,,,EC92,,,,,2026-08-27,
1269,ECC189,2,,1,,,ECC189,,,,,2026-08-27,
1270,ECC40,2,,2,,,ECC40,,,,,2026-08-27,
1271,ECC804,2,,2,,,ECC804,,,,,2026-08-27,
1272,ECC81,2,,6,,,ECC81,,,,,2026-08-27,
1273,ECC82,2,,4,,,ECC82,,,,,2026-08-27,
1274,ECC83,2,,3,,,ECC83,,,,,2026-08-27,
1275,ECC84,2,,2,,,ECC84,,,,,2026-08-27,
1276,ECC85,2,,2,,,ECC85,,,,,2026-08-27,
1277,ECC85180,2,,1,,,ECC85/180?,,,,,2026-08-27,
1278,ECC88,2,,2,,,ECC88,,,,,2026-08-27,
1279,ECF80,2,,4,,,ECF80,,,,,2026-08-27,
1280,ECF801,2,,1,,,ECF801,,,,,2026-08-27,
1281,ECF802,2,,2,,,ECF802,,,,,2026-08-27,
1282,ECF82,2,,1,,,ECF82,,,,,2026-08-27,
1283,ECH41,2,,1,,,ECH41,,,,,2026-08-27,
1284,ECH42,2,,4,,,ECH42,,,,,2026-08-27,
1285,ECH81,2,,19,,,ECH81,,,,,2026-08-27,
1286,ECH83,2,,15,,,ECH83,,,,,2026-08-27,
1287,ECH83,2,,1,,,ECH83,,FL,,,2026-08-27,
1288,LCL8410DX8,2,,1,,,,,FL,,,2026-08-27,
1289,DAF96,1,,1,,,DAF96,,,,,2026-08-27,
1290,DF91,1,,4,,,DF91,,,,,2026-08-27,
1291,DF96,1,,3,,,DF96,,,,,2026-08-27,
1292,DF97,1,,2,,,DF97,,,,,2026-08-27,
1293,DH776AT6,1,,1,,,DH77-6AT6,,,,,2026-08-27,
1294,DK90,1,,1,,,DK90,,,,,2026-08-27,
1295,DK96,1,,2,,,DK96,,,,,2026-08-27,
1296,DL90,1,,1,,,DL90,,,,,2026-08-27,
1297,DL94,1,,1,,,DL94,,,,,2026-08-27,
1298,DL96,1,,2,,,DL96,,,,,2026-08-27,
1299,DM71,1,,1,,,DM71,,,,,2026-08-27,
1300,DY,1,,1,,,DY??,,,,,2026-08-27,
1301,DY80,1,,1,,,DY80,,,,,2026-08-27,
1302,DY802,1,,3,,,DY802,,,,,2026-08-27,
1303,DY86,1,,1,,,DY86,,,,,2026-08-27,
1304,DY87,1,,1,,,DY87,,,,,2026-08-27,
1305,DY88,1,,1,,,DY88,,,,,2026-08-27,
1306,EAA91,1,,3,,,EAA91,,,,,2026-08-27,
1307,EAF41,1,,1,,,EAF41,,,,,2026-08-27,
1308,EAF42,1,,9,,,EAF42,,,,,2026-08-27,
1309,EAF42,1,,1,,,EAF42,,OPEL,,,2026-08-27,
1310,EAF801,1,,1,,,EAF801,,,,,2026-08-27,
1311,EB91EAA91,1,,1,,,EB91-EAA91,,,,,2026-08-27,
1312,EBC41,1,,6,,,EBC41,,,,,2026-08-27,
1313,EBC906AT6,1,,1,,,EBC90- 6AT6,,,,,2026-08-27,
1314,EBC91,1,,4,,,EBC91,,,,,2026-08-27,
1315,EBF80,1,,4,,,EBF80,,,,,2026-08-27,
1316,EBF89,1,,11,,,EBF89,,,,,2026-08-27,
1317,EC86,1,,1,,,EC86,,,,,2026-08-27,
1318,EC92,1,,11,,,EC92,,,,,2026-08-27,
1319,EC926AB4,1,,1,,,EC92- 6AB4,,,,,2026-08-27,
1320,43,unsorted,,1,,,,,ELTBON,OK CT160,,2026-08-27,
1321,146,unsorted,,1,HYTRON,,,,ELTBON,,,2026-08-27,10
1322,0B3VT90,unsorted,,1,SYVANIA,,,,ELTBON,,,2026-08-27,
1323,10LD11,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1324,12AT7,unsorted,,2,,,,,ELTBON,,,2026-08-27,2
1325,12AV6,unsorted,,1,,,,,ELTBON,,,2026-08-27,3
1326,12BH7,unsorted,,1,,,,,ELTBON,,,2026-08-27,10
1327,12SJ7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1328,14Q7,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1329,1L6,unsorted,,3,,,,,ELTBON,,,2026-08-27,20
1330,1LH4,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1331,1R5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1332,1S5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1333,1U4,unsorted,,1,,,,,ELTBON,,Zenith Transocianic,2026-08-27,
1334,1U5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1335,25AB7,unsorted,,1,,,,,ELTBON,,,2026-08-27,NADA
1336,25AG,unsorted,,1,,,,,ELTBON,,,2026-08-27,NADA
1337,26C6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1338,35C5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1339,35D5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1340,35QL6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1341,35Z5,unsorted,5A,1,,,,,ELTBON,,,2026-08-27,
1342,3BU8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1343,4BQ7A,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1344,50B5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1345,5CC8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1346,5SJ7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1347,5T6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1348,5Y3,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1349,63Q6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1350,6AG5,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1351,6AK5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1352,6AK8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1353,6AN8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1354,6AQ5,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1355,6AU6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1356,6B6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1357,6BA6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1358,6BE6,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1359,6BH8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1360,6BK5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1361,6BK6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1362,6BQ6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1363,6BW7,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1364,6F5,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1365,6K7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1366,6LM7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1367,6R7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1368,6SD7,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1369,6SQ7,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1370,6X5,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1371,6X8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1372,78E,unsorted,5A,1,,,F,,ELTBON,,,2026-08-27,
1373,7B8,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1374,AEABC80,unsorted,,1,,,AEABC80,,,,,2026-08-27,
1375,BL696,unsorted,,1,bomac,,,,K Lino,,,2026-08-27,
1376,CJ6,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1377,CV131,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1378,EBF80,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1379,ECC82,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1380,ECC84,unsorted,,3,,,ECC84,,jose Oliveira,,,2026-08-27,
1381,ECH81,unsorted,,7,,,,,ELTBON,,,2026-08-27,
1382,ECL82,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1383,EF183,unsorted,,1,,,,,H Ramos,,,2026-08-27,
1384,EF80,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1385,EF89,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1386,EL12,unsorted,,1,,,,,ELTBON,,OFF quando quente,2026-08-27,10
1387,EL84,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1388,EZ80,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1389,PCH200,unsorted,,1,HALTRON,,,,H Ramos,,,2026-08-27,
1390,PFL200,unsorted,,1,,,,,H Ramos,,,2026-08-27,
1391,U404,unsorted,,1,,,,,ELTBON,,Pinos dubrabos,2026-08-27,
1392,UBF80,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1393,UCH81,unsorted,,3,,,,,ELTBON,,,2026-08-27,
1394,UCL81,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1395,UCL82,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1396,UL41,unsorted,,2,,,,,ELTBON,,,2026-08-27,
1397,UL84,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1398,UO12,unsorted,,1,,,,,ELTBON,,,2026-08-27,
1399,UY41,unsorted,,2,,,,,ELTBON,,,2026-08-27,
